customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,average_monthly,Match_average_monthly,contract_type_description,phone_type_descrption,internet_type_description
7758-UJWYS,Male,0,Yes,Yes,0,1,2,Electronic check,$40.55,"$1,325.85",No,33,FALSE,FALSE,FALSE,TRUE,FALSE,3,20180808,$40.55,TRUE,2 Year,No Phone Service,DSL
7758-XKCBS,Male,0,No,No,0,1,0,Electronic check,$29.70,$438.25,Yes,15,FALSE,TRUE,FALSE,TRUE,FALSE,0,20200205,$29.70,TRUE,Month-to-Month,No Phone Service,DSL
7760-OYPDY,Female,0,No,No,1,2,0,Electronic check,$80.65,$144.15,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210305,$80.65,TRUE,Month-to-Month,One Line,Fiber Optic
7762-ONLJY,Female,0,Yes,Yes,1,0,1,Mailed check,$19.70,$94.45,No,5,TRUE,FALSE,TRUE,FALSE,FALSE,3,20201204,$19.70,TRUE,1 Year,One Line,No Internet Service
7762-URZQH,Male,0,Yes,No,2,2,2,Credit card (automatic),$106.05,"$6,981.35",Yes,66,FALSE,TRUE,TRUE,TRUE,TRUE,1,20151104,$106.05,TRUE,2 Year,Two or More Lines,Fiber Optic
7764-BDPEE,Male,0,No,Yes,1,0,0,Mailed check,$20.85,$60.65,No,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,20210130,$20.85,TRUE,Month-to-Month,One Line,No Internet Service
7765-LWVVH,Female,0,Yes,Yes,2,2,2,Electronic check,$95.10,"$6,843.15",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150502,$95.10,TRUE,2 Year,Two or More Lines,Fiber Optic
7766-CLTIC,Female,0,No,No,1,1,0,Mailed check,$60.95,$629.55,No,10,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200618,$60.95,TRUE,Month-to-Month,One Line,DSL
7767-UXAGJ,Male,0,No,No,2,1,0,Electronic check,$50.45,$50.45,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$50.45,TRUE,Month-to-Month,Two or More Lines,DSL
7771-CFQRQ,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),$63.80,"$3,007.25",No,47,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170526,$63.80,TRUE,2 Year,One Line,DSL
7771-ZONAT,Male,0,No,No,0,1,2,Bank transfer (automatic),$56.75,"$1,304.85",No,23,FALSE,FALSE,FALSE,TRUE,FALSE,0,20190530,$56.75,TRUE,2 Year,No Phone Service,DSL
7774-OJSXI,Male,0,No,No,2,2,1,Electronic check,$103.45,"$3,066.45",Yes,30,FALSE,TRUE,TRUE,TRUE,TRUE,0,20181109,$103.45,TRUE,1 Year,Two or More Lines,Fiber Optic
7776-QGYJC,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),$81.50,"$3,107.30",No,38,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180224,$81.50,TRUE,Month-to-Month,One Line,Fiber Optic
7776-QWNFX,Male,1,Yes,No,1,1,0,Bank transfer (automatic),$50.40,"$1,527.50",Yes,30,FALSE,TRUE,TRUE,TRUE,TRUE,1,20181020,$50.40,TRUE,Month-to-Month,One Line,DSL
7777-UNYHB,Female,0,Yes,Yes,1,0,0,Credit card (automatic),$20.10,$232.40,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,3,20200512,$20.10,TRUE,Month-to-Month,One Line,No Internet Service
7779-LGOVN,Male,1,Yes,No,2,2,0,Electronic check,$86.65,$856.65,Yes,10,FALSE,TRUE,TRUE,TRUE,TRUE,1,20200702,$86.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7779-ORAEL,Male,1,Yes,No,2,1,2,Credit card (automatic),$75.15,"$3,480.35",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170620,$75.15,TRUE,2 Year,Two or More Lines,DSL
7780-OTDSO,Male,0,Yes,No,2,2,0,Electronic check,$99.40,"$1,742.95",Yes,18,FALSE,TRUE,TRUE,TRUE,TRUE,1,20191112,$99.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7781-EWARA,Male,0,Yes,Yes,0,1,1,Electronic check,$60.35,"$4,138.70",No,69,FALSE,FALSE,FALSE,TRUE,FALSE,3,20150813,$60.35,TRUE,1 Year,No Phone Service,DSL
7781-HVGMK,Female,0,Yes,Yes,0,1,2,Credit card (automatic),$65.20,"$4,784.45",No,73,TRUE,FALSE,FALSE,TRUE,FALSE,3,20150319,$65.20,TRUE,2 Year,No Phone Service,DSL
7783-YKGDV,Female,0,No,No,2,2,0,Bank transfer (automatic),$99.70,"$1,238.45",Yes,12,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200416,$99.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7785-RDVIG,Female,0,Yes,Yes,1,0,0,Mailed check,$19.30,$54.70,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,3,20210201,$19.30,TRUE,Month-to-Month,One Line,No Internet Service
7786-WBJYI,Female,0,No,No,2,2,0,Bank transfer (automatic),$77.95,$305.55,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20201230,$77.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7787-BNTZM,Male,0,No,No,1,0,0,Bank transfer (automatic),$20.15,$130.50,No,6,FALSE,FALSE,TRUE,FALSE,FALSE,0,20201014,$20.15,TRUE,Month-to-Month,One Line,No Internet Service
7789-CRUVC,Female,1,Yes,No,2,2,0,Credit card (automatic),$94.20,"$5,895.45",No,63,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160211,$94.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7789-HKSBS,Female,1,Yes,No,2,2,1,Bank transfer (automatic),$105.20,"$4,599.15",No,44,TRUE,FALSE,TRUE,TRUE,TRUE,1,20170907,$105.20,TRUE,1 Year,Two or More Lines,Fiber Optic
7794-JASDG,Male,0,No,No,1,1,0,Mailed check,$50.75,$50.75,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210329,$50.75,TRUE,Month-to-Month,One Line,DSL
7795-CFOCW,Male,0,No,No,0,1,1,Bank transfer (automatic),$42.30,"$1,840.75",No,44,FALSE,FALSE,FALSE,TRUE,FALSE,0,20170913,$42.30,TRUE,1 Year,No Phone Service,DSL
7797-EJMDP,Female,0,No,No,1,1,0,Bank transfer (automatic),$66.05,$574.50,No,9,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200807,$66.05,TRUE,Month-to-Month,One Line,DSL
7798-JVXYM,Female,0,No,No,1,1,0,Electronic check,$69.65,$921.40,No,13,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200322,$69.65,TRUE,Month-to-Month,One Line,DSL
7799-DSEWS,Male,0,No,No,1,1,0,Electronic check,$68.35,"$1,299.80",No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190928,$68.35,TRUE,Month-to-Month,One Line,DSL
7799-LGRDP,Female,0,No,No,2,0,2,Credit card (automatic),$25.70,"$1,188.20",No,46,TRUE,FALSE,TRUE,FALSE,FALSE,0,20170622,$25.70,TRUE,2 Year,Two or More Lines,No Internet Service
7801-CEDNV,Male,0,Yes,No,1,1,1,Credit card (automatic),$48.70,"$1,421.75",No,29,FALSE,FALSE,TRUE,TRUE,TRUE,1,20181123,$48.70,TRUE,1 Year,One Line,DSL
7801-KICAO,Female,0,No,No,2,2,0,Electronic check,$74.15,"$1,345.75",No,18,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191024,$74.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7802-EFKNY,Male,0,Yes,No,0,1,0,Electronic check,$24.95,$100.40,Yes,4,FALSE,TRUE,FALSE,TRUE,FALSE,1,20201227,$24.95,TRUE,Month-to-Month,No Phone Service,DSL
7803-XOCCZ,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),$84.05,"$4,326.80",No,51,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170114,$84.05,TRUE,Month-to-Month,One Line,Fiber Optic
7808-DVWEP,Male,0,Yes,No,1,0,0,Bank transfer (automatic),$20.00,$49.65,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,1,20210212,$20.00,TRUE,Month-to-Month,One Line,No Internet Service
7811-JIVPF,Female,0,No,No,1,1,0,Credit card (automatic),$49.70,"$1,081.25",No,22,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190707,$49.70,TRUE,Month-to-Month,One Line,DSL
7812-FZHPE,Female,0,Yes,Yes,2,0,0,Mailed check,$24.10,$409.90,Yes,17,TRUE,TRUE,TRUE,FALSE,FALSE,3,20191128,$24.10,TRUE,Month-to-Month,Two or More Lines,No Internet Service
7813-TKCVO,Female,0,Yes,No,1,0,1,Mailed check,$20.35,$393.15,No,19,TRUE,FALSE,TRUE,FALSE,FALSE,1,20190919,$20.35,TRUE,1 Year,One Line,No Internet Service
7813-ZGGAW,Male,1,No,No,2,2,0,Bank transfer (automatic),$96.60,"$2,877.95",No,30,FALSE,FALSE,TRUE,TRUE,TRUE,0,20181104,$96.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7814-LEEVE,Female,0,Yes,No,1,0,0,Bank transfer (automatic),$20.30,$20.30,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,20210329,$20.30,TRUE,Month-to-Month,One Line,No Internet Service
7815-PDTHL,Male,0,No,No,1,0,2,Mailed check,$20.20,$684.40,No,34,FALSE,FALSE,TRUE,FALSE,FALSE,0,20180703,$20.20,TRUE,2 Year,One Line,No Internet Service
7816-VGHTO,Female,0,Yes,Yes,0,1,2,Mailed check,$40.55,$217.50,No,5,TRUE,FALSE,FALSE,TRUE,FALSE,3,20201116,$40.55,TRUE,2 Year,No Phone Service,DSL
7817-BOQPW,Female,0,No,No,2,2,0,Electronic check,$75.55,$166.30,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210221,$75.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7817-OMJNA,Male,0,No,No,1,0,1,Bank transfer (automatic),$20.40,$275.70,No,14,FALSE,FALSE,TRUE,FALSE,FALSE,0,20200313,$20.40,TRUE,1 Year,One Line,No Internet Service
7820-ZYGNY,Male,0,No,No,2,2,1,Credit card (automatic),$90.45,"$5,825.50",No,64,FALSE,FALSE,TRUE,TRUE,TRUE,0,20151217,$90.45,TRUE,1 Year,Two or More Lines,Fiber Optic
7821-DPRQE,Male,0,Yes,No,2,2,0,Electronic check,$107.70,"$7,320.90",No,68,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150831,$107.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7823-JSOAG,Male,0,No,No,2,2,0,Electronic check,$74.50,$217.45,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210130,$74.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7824-PANSQ,Male,0,No,No,2,2,0,Bank transfer (automatic),$80.65,"$4,807.35",No,60,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160511,$80.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7825-ECJRF,Female,0,No,No,1,2,0,Electronic check,$106.60,"$1,934.45",Yes,18,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191025,$106.60,TRUE,Month-to-Month,One Line,Fiber Optic
7825-GKXMW,Female,0,No,No,1,1,0,Electronic check,$45.80,$45.80,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210329,$45.80,TRUE,Month-to-Month,One Line,DSL
7826-VVKWT,Female,1,Yes,Yes,1,2,2,Electronic check,$96.55,"$2,263.45",No,23,TRUE,FALSE,TRUE,TRUE,TRUE,3,20190516,$96.55,TRUE,2 Year,One Line,Fiber Optic
7831-QGOXH,Female,0,No,No,2,2,0,Electronic check,$85.20,"$1,553.90",Yes,18,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191022,$85.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7833-PKIHD,Male,0,Yes,Yes,1,1,1,Bank transfer (automatic),$76.40,"$3,966.30",No,52,FALSE,FALSE,TRUE,TRUE,TRUE,3,20161231,$76.40,TRUE,1 Year,One Line,DSL
7838-LAZFO,Male,0,Yes,No,1,1,1,Bank transfer (automatic),$78.80,"$3,597.50",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170710,$78.80,TRUE,1 Year,One Line,DSL
7839-NUIAA,Female,0,Yes,Yes,2,1,0,Electronic check,$59.80,"$3,641.50",No,61,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160402,$59.80,TRUE,Month-to-Month,Two or More Lines,DSL
7839-QRKXN,Female,0,No,No,1,0,0,Mailed check,$20.20,$20.20,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,20210329,$20.20,TRUE,Month-to-Month,One Line,No Internet Service
7841-FCRQD,Female,0,Yes,No,1,1,1,Credit card (automatic),$53.75,"$1,857.30",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,1,20180612,$53.75,TRUE,1 Year,One Line,DSL
7841-TZDMQ,Male,0,No,No,1,1,0,Credit card (automatic),$46.00,$84.50,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210304,$46.00,TRUE,Month-to-Month,One Line,DSL
7845-URHJN,Female,0,Yes,No,1,0,0,Bank transfer (automatic),$20.15,$156.25,Yes,8,TRUE,TRUE,TRUE,FALSE,FALSE,1,20200905,$20.15,TRUE,Month-to-Month,One Line,No Internet Service
7850-THJMU,Female,0,Yes,Yes,1,0,2,Credit card (automatic),$19.65,$494.90,No,25,TRUE,FALSE,TRUE,FALSE,FALSE,3,20190324,$19.65,TRUE,2 Year,One Line,No Internet Service
7850-VWJUU,Female,0,No,No,1,2,0,Bank transfer (automatic),$75.00,"$1,778.50",No,24,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190508,$75.00,TRUE,Month-to-Month,One Line,Fiber Optic
7851-FLGGQ,Male,0,No,No,0,1,0,Mailed check,$44.65,$44.65,Yes,1,FALSE,TRUE,FALSE,TRUE,FALSE,0,20210329,$44.65,TRUE,Month-to-Month,No Phone Service,DSL
7851-WZEKY,Female,0,No,No,2,2,0,Electronic check,$95.15,$196.90,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210225,$95.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7852-LECYP,Male,1,Yes,No,2,2,0,Credit card (automatic),$93.80,"$1,261.00",No,13,FALSE,FALSE,TRUE,TRUE,TRUE,1,20200316,$93.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7853-GVUDZ,Female,0,Yes,Yes,1,0,0,Credit card (automatic),$20.15,$20.15,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,20210329,$20.15,TRUE,Month-to-Month,One Line,No Internet Service
7853-OETYL,Female,0,Yes,No,0,1,0,Electronic check,$29.05,$129.60,No,4,TRUE,FALSE,FALSE,TRUE,FALSE,1,20201214,$29.05,TRUE,Month-to-Month,No Phone Service,DSL
7853-WNZSY,Male,0,No,No,1,0,0,Credit card (automatic),$19.75,$19.75,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,20210329,$19.75,TRUE,Month-to-Month,One Line,No Internet Service
7854-EDSSA,Male,0,No,No,2,1,0,Electronic check,$59.00,"$1,254.70",Yes,21,FALSE,TRUE,TRUE,TRUE,TRUE,0,20190722,$59.00,TRUE,Month-to-Month,Two or More Lines,DSL
7854-EKTJL,Female,0,No,Yes,1,0,0,Electronic check,$19.60,$35.85,Yes,2,TRUE,TRUE,TRUE,FALSE,FALSE,2,20210304,$19.60,TRUE,Month-to-Month,One Line,No Internet Service
7854-FOKSF,Male,0,No,No,0,1,0,Electronic check,$35.90,$35.90,Yes,1,FALSE,TRUE,FALSE,TRUE,FALSE,0,20210329,$35.90,TRUE,Month-to-Month,No Phone Service,DSL
7855-DIWPO,Female,0,No,No,1,2,0,Electronic check,$68.65,"$1,493.20",No,22,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190707,$68.65,TRUE,Month-to-Month,One Line,Fiber Optic
7856-GANIL,Male,1,Yes,No,2,2,1,Bank transfer (automatic),$98.70,"$4,525.80",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170704,$98.70,TRUE,1 Year,Two or More Lines,Fiber Optic
7858-GTZSP,Female,0,No,No,2,2,0,Electronic check,$86.55,"$1,066.90",No,12,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200419,$86.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7860-KSUGX,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$64.45,"$4,720.00",No,73,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150324,$64.45,TRUE,2 Year,Two or More Lines,DSL
7860-UXCRM,Male,0,Yes,Yes,1,1,2,Credit card (automatic),$74.50,"$4,674.55",No,63,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160206,$74.50,TRUE,2 Year,One Line,DSL
7861-UVUFT,Female,0,Yes,No,1,2,0,Electronic check,$84.30,"$1,308.40",Yes,16,TRUE,TRUE,TRUE,TRUE,TRUE,1,20200112,$84.30,TRUE,Month-to-Month,One Line,Fiber Optic
7868-BGSZA,Male,0,Yes,No,2,1,1,Electronic check,$80.20,"$3,581.60",No,45,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170809,$80.20,TRUE,1 Year,Two or More Lines,DSL
7868-TMWMZ,Female,1,Yes,No,1,2,2,Bank transfer (automatic),$110.00,"$6,668.35",No,61,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160411,$110.00,TRUE,2 Year,One Line,Fiber Optic
7869-ZYDST,Male,0,Yes,No,2,1,0,Credit card (automatic),$59.05,"$1,882.80",No,32,FALSE,FALSE,TRUE,TRUE,TRUE,1,20180902,$59.05,TRUE,Month-to-Month,Two or More Lines,DSL
7872-BAAZR,Female,0,Yes,Yes,1,0,1,Bank transfer (automatic),$19.55,"$1,007.90",No,52,TRUE,FALSE,TRUE,FALSE,FALSE,3,20170111,$19.55,TRUE,1 Year,One Line,No Internet Service
7872-RDDLZ,Female,1,No,No,2,1,0,Electronic check,$54.90,"$3,725.50",No,68,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150903,$54.90,TRUE,Month-to-Month,Two or More Lines,DSL
7873-CVMAW,Male,0,No,No,2,1,2,Credit card (automatic),$88.55,"$6,362.35",No,72,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150505,$88.55,TRUE,2 Year,Two or More Lines,DSL
7874-ECPQJ,Female,0,No,Yes,1,0,0,Bank transfer (automatic),$20.05,$85.50,No,4,TRUE,FALSE,TRUE,FALSE,FALSE,2,20201220,$20.05,TRUE,Month-to-Month,One Line,No Internet Service
7876-AEHIG,Female,0,No,Yes,0,1,1,Bank transfer (automatic),$60.15,"$3,077.00",No,51,TRUE,FALSE,FALSE,TRUE,FALSE,2,20170124,$60.15,TRUE,1 Year,No Phone Service,DSL
7876-BEUTG,Female,0,No,No,2,1,0,Mailed check,$48.80,$720.10,No,15,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200205,$48.80,TRUE,Month-to-Month,Two or More Lines,DSL
7876-DNYAP,Female,0,Yes,Yes,1,0,2,Credit card (automatic),$19.80,"$1,436.95",No,73,TRUE,FALSE,TRUE,FALSE,FALSE,3,20150413,$19.80,TRUE,2 Year,One Line,No Internet Service
7878-JGDKK,Male,0,No,No,1,1,0,Mailed check,$44.55,$220.75,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20201129,$44.55,TRUE,Month-to-Month,One Line,DSL
7878-RTCZG,Female,0,No,No,1,0,0,Mailed check,$19.90,$19.90,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,20210329,$19.90,TRUE,Month-to-Month,One Line,No Internet Service
7879-CGSFV,Male,0,No,No,1,2,1,Mailed check,$100.90,"$5,552.05",No,55,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160928,$100.90,TRUE,1 Year,One Line,Fiber Optic
7880-XSOJX,Male,0,No,No,0,1,0,Mailed check,$42.40,$146.40,No,3,FALSE,FALSE,FALSE,TRUE,FALSE,0,20210113,$42.40,TRUE,Month-to-Month,No Phone Service,DSL
7881-EVUAD,Female,0,No,No,0,1,0,Electronic check,$42.60,$72.40,Yes,2,TRUE,TRUE,FALSE,TRUE,FALSE,0,20210308,$42.60,TRUE,Month-to-Month,No Phone Service,DSL
7881-INRLC,Male,0,No,No,2,2,0,Credit card (automatic),$100.85,"$4,740.00",Yes,47,FALSE,TRUE,TRUE,TRUE,TRUE,0,20170530,$100.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7883-ROJOC,Female,0,Yes,No,1,1,0,Mailed check,$44.90,$839.65,No,19,TRUE,FALSE,TRUE,TRUE,TRUE,1,20191008,$44.90,TRUE,Month-to-Month,One Line,DSL
7890-VYYWG,Male,1,Yes,No,0,1,0,Mailed check,$36.45,$93.70,Yes,3,FALSE,TRUE,FALSE,TRUE,FALSE,1,20210209,$36.45,TRUE,Month-to-Month,No Phone Service,DSL
7892-POOKP,Female,0,Yes,No,2,2,0,Electronic check,$104.80,"$3,046.05",Yes,29,TRUE,TRUE,TRUE,TRUE,TRUE,1,20181126,$104.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7892-QVYKW,Female,0,Yes,Yes,2,2,0,Electronic check,$85.60,"$1,868.40",No,22,TRUE,FALSE,TRUE,TRUE,TRUE,3,20190705,$85.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7893-IXHRQ,Male,0,No,No,1,0,0,Electronic check,$20.55,$20.55,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,20210329,$20.55,TRUE,Month-to-Month,One Line,No Internet Service
7895-VONWT,Female,0,No,No,0,1,0,Electronic check,$48.25,"$1,293.80",No,27,TRUE,FALSE,FALSE,TRUE,FALSE,0,20190203,$48.25,TRUE,Month-to-Month,No Phone Service,DSL
7898-PDWQE,Male,0,Yes,No,2,1,2,Credit card (automatic),$80.40,"$5,727.15",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150524,$80.40,TRUE,2 Year,Two or More Lines,DSL
7901-HXJVA,Male,0,No,No,1,2,0,Electronic check,$76.45,"$1,117.55",No,15,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200209,$76.45,TRUE,Month-to-Month,One Line,Fiber Optic
7901-IIDQV,Male,0,No,No,2,1,1,Bank transfer (automatic),$54.60,"$1,242.25",No,23,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190606,$54.60,TRUE,1 Year,Two or More Lines,DSL
7901-TBKJX,Male,1,No,No,2,2,0,Electronic check,$101.05,"$5,594.00",No,55,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160918,$101.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7903-CMPEY,Male,1,Yes,No,2,2,0,Electronic check,$80.30,$80.30,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,1,20210329,$80.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7905-NJMXS,Male,1,Yes,No,2,1,0,Electronic check,$64.20,$475.00,No,7,FALSE,FALSE,TRUE,TRUE,TRUE,1,20200915,$64.20,TRUE,Month-to-Month,Two or More Lines,DSL
7905-TVXTA,Female,0,No,No,1,1,0,Electronic check,$64.35,$352.65,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,0,20201113,$64.35,TRUE,Month-to-Month,One Line,DSL
7908-QCBCA,Female,0,Yes,No,1,2,0,Mailed check,$69.40,$69.40,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,20210329,$69.40,TRUE,Month-to-Month,One Line,Fiber Optic
7909-FIOIY,Female,0,Yes,Yes,0,1,0,Mailed check,$24.85,$434.80,No,17,TRUE,FALSE,FALSE,TRUE,FALSE,3,20191113,$24.85,TRUE,Month-to-Month,No Phone Service,DSL
7912-SYRQT,Female,0,No,No,2,2,0,Bank transfer (automatic),$75.10,$552.95,Yes,7,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200917,$75.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7916-VCCPB,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),$73.25,"$1,195.75",No,16,TRUE,FALSE,TRUE,TRUE,TRUE,3,20191219,$73.25,TRUE,Month-to-Month,One Line,Fiber Optic
7919-ZODZZ,Female,0,Yes,Yes,1,1,1,Mailed check,$65.90,$660.05,No,10,TRUE,FALSE,TRUE,TRUE,TRUE,3,20200628,$65.90,TRUE,1 Year,One Line,DSL
7921-BEPCI,Female,0,No,No,2,1,2,Bank transfer (automatic),$59.75,"$4,265.00",No,71,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150519,$59.75,TRUE,2 Year,Two or More Lines,DSL
7921-LMDFQ,Male,1,No,No,1,2,1,Bank transfer (automatic),$94.00,"$4,905.75",No,52,FALSE,FALSE,TRUE,TRUE,TRUE,0,20161223,$94.00,TRUE,1 Year,One Line,Fiber Optic
7923-IYJWY,Male,1,No,No,2,2,2,Credit card (automatic),$116.10,"$7,839.85",No,68,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150914,$116.10,TRUE,2 Year,Two or More Lines,Fiber Optic
7924-GJZFI,Female,1,Yes,No,1,2,0,Electronic check,$69.30,"$1,813.10",No,26,TRUE,FALSE,TRUE,TRUE,TRUE,1,20190223,$69.30,TRUE,Month-to-Month,One Line,Fiber Optic
7925-PNRGI,Female,0,Yes,Yes,2,1,0,Mailed check,$81.30,"$3,541.10",No,44,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170912,$81.30,TRUE,Month-to-Month,Two or More Lines,DSL
7926-IJOOU,Male,0,No,No,1,0,0,Credit card (automatic),$19.30,$19.30,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,20210329,$19.30,TRUE,Month-to-Month,One Line,No Internet Service
7927-AUXBZ,Female,0,No,No,1,2,0,Electronic check,$85.15,"$2,555.90",Yes,30,TRUE,TRUE,TRUE,TRUE,TRUE,0,20181028,$85.15,TRUE,Month-to-Month,One Line,Fiber Optic
7928-VJYAB,Male,0,Yes,Yes,1,2,0,Electronic check,$90.60,"$1,020.20",No,11,FALSE,FALSE,TRUE,TRUE,TRUE,3,20200521,$90.60,TRUE,Month-to-Month,One Line,Fiber Optic
7929-DMBCV,Female,0,Yes,No,1,2,0,Mailed check,$81.00,"$1,683.70",No,21,TRUE,FALSE,TRUE,TRUE,TRUE,1,20190805,$81.00,TRUE,Month-to-Month,One Line,Fiber Optic
7929-SKFGK,Male,0,Yes,No,2,2,2,Credit card (automatic),$114.30,"$8,244.30",No,72,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150427,$114.30,TRUE,2 Year,Two or More Lines,Fiber Optic
7931-PXHFC,Male,0,No,No,1,1,1,Mailed check,$62.30,"$2,354.80",Yes,38,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180306,$62.30,TRUE,1 Year,One Line,DSL
7932-WPTDS,Female,1,Yes,No,0,1,0,Electronic check,$24.80,$24.80,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,1,20210329,$24.80,TRUE,Month-to-Month,No Phone Service,DSL
7938-OUHIO,Male,0,No,No,1,2,0,Electronic check,$98.70,$293.65,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210128,$98.70,TRUE,Month-to-Month,One Line,Fiber Optic
7940-UQQUG,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),$104.40,"$6,721.60",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,3,20151218,$104.40,TRUE,1 Year,Two or More Lines,Fiber Optic
